ID,associatedWithOccupation,contactDetails,description,endDate,function,name,sourceRecordLink,startDate,type,url,warning,workCount
UNSW_org_1,,,Please visit the 'original record' link to learn more about the AOCCOS at UNSW.,,,Australian Organisations' Coordinating Committee for Overseas Students (AOCCOS),https://tinyurl.com/AOCCOS-UNSW,,,,,
UNSW_org_2,,,Please visit the 'original record' link to learn more about the OSA at UNSW.,,,Overseas Students Association (OSA),https://tinyurl.com/OSA-UNSW,,,,,
